age,sex,max_boulder,max_sport,exp,trainexp,season,days,height,weight,span,pullup,pushup,continuous,maxhang,weightedpull,repeaters1,longcamp,shortcamp,ohpr,ohll,dl,bmi_score,strength_to_weight_pullup,strength_to_weight_weightpull,strength_to_weight_maxhang,max_boulder_numeric,max_sport_french,max_sport_numeric
25,1,I have not pursued bouldering goals outside in the past year,5.11c/d,1-2 years,< 1 year,4-6 months,26,180.34,70.30681735,187.96,18.0,35.0,47.0,22.6796185,45.359237,76.0,,,,,,21.6,0.2560206915695352,1.6451612903225805,1.3225806451612903,,Unknown,
30,1,V8,5.12a/b,9-10 years,3-4 years,7-9 months,35,172.72,69.39963261,175.26,16.0,33.0,91.0,36.287389600000004,31.751465900000003,246.0,,,,,,23.3,0.23054877091229029,1.457516339869281,1.5228758169934642,7.0,Unknown,
33,1,V8,5.13a/b,7-8 years,5-6 years,Year round,100,172.72,68.0388555,167.64000000000001,20.0,20.0,58.0,42.63768278,51.70953018,250.0,,,,,,22.8,0.29394968291317014,1.76,1.6266666666666665,7.0,Unknown,
28,1,I have not pursued bouldering goals outside in the past year,5.11c/d,7-8 years,3-4 years,Year round,45,170.18,67.58526313,171.45,13.0,35.0,44.0,22.6796185,18.143694800000002,65.0,,,,,,23.3,0.19234962472506098,1.2684563758389262,1.3355704697986577,,Unknown,
23,2,I have not pursued bouldering goals outside in the past year,5.12a/b,3-4 years,< 1 year,4-6 months,50,172.72,57.60623099,170.18,11.0,13.0,29.0,13.6077711,20.41165665,86.0,,,,,,19.3,0.19095156567194121,1.3543307086614174,1.2362204724409451,,Unknown,
40,1,I have not pursued bouldering goals outside in the past year,I have not pursued sport climbing goals outside in the past year,1-2 years,< 1 year,7-9 months,I currently do no climb outdoors,191.77,88.90410452,190.5,7.0,32.0,12.0,2.2679618500000003,15.875732950000002,14.0,,,,,,24.2,0.07873652220888484,1.1785714285714286,1.0255102040816326,,Unknown,
20,2,V4,I have not pursued sport climbing goals outside in the past year,5-6 years,<1 year,7-9 months,10,172.72,56.69904625,185.42000000000002,3.0,5.0,13.0,6.80388555,5.4431084400000005,34.0,31.0,42.0,9.979032140000001,9.979032140000001,52.163122550000004,19.0,0.05291094292437062,1.096,1.1199999999999999,3.0,Unknown,
30,1,V4,5.11c/d,5-6 years,1-2 years,4-6 months,30,170.18,68.0388555,170.18,16.0,44.0,10.0,0.0,45.359237,24.0,210.0,160.0,28.12272694,28.12272694,149.6854821,23.5,0.2351597463305361,1.6666666666666665,1.0,3.0,Unknown,
26,2,<V3,<5.10,5-6 years,<1 year,4-6 months,14,172.72,70.30681735,175.26,3.0,16.0,22.0,11.793401620000001,4.535923700000001,4.0,40.86,36.11,,,,23.6,0.04267011526158921,1.064516129032258,1.167741935483871,1.0,Unknown,
25,1,V10,5.13a/b,>10 years,>10 years,Year round,150,172.72,67.58526313,180.34,13.0,29.0,40.0,24.947580350000003,34.01942775,155.0,62.0,78.0,20.41165665,18.143694800000002,111.13013065000001,22.7,0.19234962472506098,1.5033557046979864,1.3691275167785235,9.0,Unknown,
31,1,V8,5.13a/b,> 10 years,> 10 years,Year round,60,172.72,68.673884818,177.8,23.0,45.0,61.0,31.751465900000003,36.287389600000004,195.0,,,,,,23.0,0.3349162503469078,1.5284015852047557,1.4623513870541611,7.0,Unknown,
28,1,V9,I have not pursued sport climbing goals outside in the past year,1-2 years,< 1 year,1-3 months,14,187.96,71.21400209000001,193.04,13.0,30.0,39.0,31.751465900000003,29.48350405,90.0,,,,,,20.2,0.18254836996200052,1.414012738853503,1.4458598726114649,8.0,Unknown,
34,1,V8,5.12c/d,5-6 years,1-2 years,7-9 months,30,177.8,79.37866475,187.96,15.0,30.0,45.0,36.287389600000004,45.359237,320.0,20.0,40.0,20.41165665,20.41165665,74.84274105,25.1,0.18896765330132365,1.5714285714285714,1.457142857142857,7.0,Unknown,
50,1,V5,5.12a/b,>10 years,1-2 years,Year round,50,172.72,76.65711053,167.64000000000001,11.0,41.0,35.0,18.143694800000002,27.2155422,100.0,50.0,120.0,24.947580350000003,20.41165665,113.3980925,25.7,0.14349614698423985,1.3550295857988166,1.2366863905325445,4.0,Unknown,
33,1,V8,I have not pursued sport climbing goals outside in the past year,7-8 years,1-2 years,7-9 months,45,180.34,78.47148001000001,190.5,12.0,31.0,55.0,38.55535145,31.751465900000003,124.0,79.0,122.0,,,,24.1,0.15292180035945263,1.4046242774566473,1.4913294797687862,7.0,Unknown,
32,1,V10,5.12c/d,>10 years,5-6 years,1-3 months,20,175.26,78.47148001000001,177.8,16.0,30.0,53.0,36.287389600000004,49.895160700000005,125.0,,,,,,25.5,0.20389573381260354,1.6358381502890174,1.4624277456647399,9.0,Unknown,
41,2,V7,5.13a/b,>10 years,5-6 years,7-9 months,100,170.18,63.502931800000006,165.1,12.0,22.0,63.0,15.875732950000002,27.2155422,137.0,137.0,217.0,,,106.59420695,21.9,0.18896765330132362,1.4285714285714286,1.25,6.0,Unknown,
33,1,V8,5.12c/d,> 10 years,5-6 years,4-6 months,100,182.88,81.19303423000001,185.42000000000002,15.0,30.0,30.0,34.01942775,43.09127515,135.0,,,,,,24.3,0.18474491244542812,1.5307262569832403,1.4189944134078212,7.0,Unknown,
32,2,V4,5.11c/d,3-4 years,1-2 years,Year round,45,162.56,58.05982336,162.56,15.0,40.0,34.0,11.33980925,22.6796185,77.0,,,,,,22.0,0.2583542134979034,1.390625,1.1953125,3.0,Unknown,
25,1,V7,5.12a/b,1-2 years,<1 year,Year round,30,187.96,82.55381134000001,187.96,14.0,29.0,25.0,15.875732950000002,48.98797596,36.0,65.0,72.0,29.48350405,29.48350405,174.63306245,23.4,0.16958635552682888,1.5934065934065933,1.1923076923076923,6.0,Unknown,
28,1,V7,I have not pursued sport climbing goals outside in the past year,7-8 years,3-4 years,7-9 months,20,187.96,72.57477920000001,187.96,14.0,15.0,45.0,34.01942775,20.41165665,90.0,,,,,129.27382545,20.5,0.19290447941176786,1.28125,1.4687499999999998,6.0,Unknown,
28,1,V10,I have not pursued sport climbing goals outside in the past year,5-6 years,3-4 years,Year round,150,175.26,64.86370891,182.88,30.0,30.0,60.0,37.19457434,45.359237,,,,,,159.66451424000002,21.1,0.46250824234589705,1.6993006993006992,1.5734265734265735,9.0,Unknown,
27,1,V9,5.13a/b,5-6 years,5-6 years,4-6 months,40,187.96,83.91458845000001,193.04,20.0,41.0,42.0,36.287389600000004,63.502931800000006,122.0,34.0,,,,,23.8,0.23833758074040817,1.7567567567567568,1.4324324324324325,8.0,Unknown,
38,1,V6,5.12a/b,>10 years,1-2 years,7-9 months,100,180.34,82.55381134000001,180.34,12.0,26.0,30.0,18.143694800000002,27.2155422,71.0,41.0,73.0,20.41165665,20.41165665,90.718474,25.4,0.14535973330871046,1.3296703296703296,1.2197802197802199,5.0,Unknown,
37,1,V7,I have not pursued sport climbing goals outside in the past year,>10 years,3-4 years,4-6 months,50,175.26,75.74992579,176.53,16.0,40.0,33.0,34.01942775,31.751465900000003,138.0,,,24.04039561,24.04039561,,24.7,0.21122132903940366,1.4191616766467066,1.4491017964071855,6.0,Unknown,
26,1,V7,5.12c/d,7-8 years,3-4 years,7-9 months,,190.5,77.1107029,198.12,15.0,20.0,35.0,18.143694800000002,24.947580350000003,140.0,8.0,8.0,18.143694800000002,18.143694800000002,124.73790175,21.2,0.1945255254572449,1.323529411764706,1.2352941176470589,6.0,Unknown,
35,2,V5,I have not pursued sport climbing goals outside in the past year,5-6 years,3-4 years,4-6 months,10,165.1,63.502931800000006,167.64000000000001,5.0,14.0,62.0,19.958064280000002,9.071847400000001,128.0,,,15.875732950000002,15.875732950000002,115.66605435000001,23.3,0.07873652220888484,1.1428571428571428,1.3142857142857143,4.0,Unknown,
47,1,V8,I have not pursued sport climbing goals outside in the past year,> 10 years,> 10 years,7-9 months,30,172.72,73.48196394,186.69,20.0,50.0,66.0,43.09127515,47.62719885,180.0,,,,,,24.6,0.27217563232700936,1.6481481481481481,1.5864197530864197,7.0,Unknown,
30,1,I have not pursued bouldering goals outside in the past year,5.12a/b,1-2 years,1-2 years,4-6 months,10,181.61,72.57477920000001,1.27,16.0,41.0,25.0,10.886216880000001,39.916128560000004,96.0,,,,,,22.0,0.22046226218487755,1.55,1.1500000000000001,,Unknown,
35,2,V9,I have not pursued sport climbing goals outside in the past year,5-6 years,< 1 year,4-6 months,50,160.02,55.791861510000004,160.02,9.0,26.0,38.0,20.41165665,22.6796185,137.0,,,,,,21.8,0.1613138503791787,1.4065040650406504,1.3658536585365852,8.0,Unknown,
37,1,V10,I have not pursued sport climbing goals outside in the past year,7-8 years,< 1 year,4-6 months,50,167.64000000000001,54.4310844,14.478000000000002,13.0,25.0,45.0,40.8233133,27.2155422,97.0,,,,,,19.4,0.2388341173669507,1.5,1.7499999999999998,9.0,Unknown,
30,2,<V3,5.10a/b,< 1 year,< 1 year,4-6 months,10,157.48,55.33826914,162.56,10.0,20.0,20.0,8.164662660000001,12.24699399,49.0,,,,,,22.3,0.18070677228268653,1.221311475409836,1.1475409836065573,1.0,Unknown,
41,1,V5,5.12a/b,7-8 years,3-4 years,7-9 months,49,175.00600000000003,68.0388555,176.022,20.0,29.0,45.0,,32.20505827,106.0,,,,,,22.2,0.29394968291317014,1.4733333333333334,,4.0,Unknown,
26,1,V7,5.12a/b,3-4 years,1-2 years,4-6 months,28,175.26,68.0388555,176.53,15.0,30.0,68.0,54.4310844,52.163122550000004,146.0,50.0,102.0,,,,22.1,0.22046226218487758,1.7666666666666668,1.8,6.0,Unknown,
42,1,V9,5.13a/b,>10 years,9-10 years,Year round,100,180.34,69.39963261,193.04,25.0,31.0,61.0,40.8233133,40.8233133,245.0,,,20.41165665,20.41165665,120.20197805000001,21.3,0.36023245455045355,1.588235294117647,1.588235294117647,8.0,Unknown,
40,1,<V3,5.12a/b,1-2 years,<1 year,Year round,,182.88,74.84274105,185.42000000000002,10.0,50.0,20.0,18.143694800000002,20.41165665,100.0,150.0,,15.875732950000002,15.875732950000002,99.79032140000001,22.4,0.13361349223325913,1.2727272727272727,1.2424242424242424,1.0,Unknown,
39,1,I have not pursued bouldering goals outside in the past year,5.11a/b,1-2 years,<1 year,7-9 months,35,177.8,74.84274105,187.96,13.0,22.0,21.0,20.41165665,34.01942775,45.0,69.0,91.0,,,,23.7,0.17369753990323689,1.4545454545454546,1.2727272727272727,,Unknown,
28,2,<V3,5.11a/b,3-4 years,1-2 years,1-3 months,25,167.64000000000001,70.76040972,167.64000000000001,4.0,9.0,8.0,0.0,6.80388555,22.0,31.0,40.0,,,,25.2,0.056528785175609636,1.0961538461538463,1.0,1.0,Unknown,
33,1,V10,I have not pursued sport climbing goals outside in the past year,>10 years,3-4 years,Year round,100,187.96,85.72895793,,18.0,35.0,30.0,,77.1107029,,,,,,165.56121505000002,24.3,0.2099640592236929,1.8994708994708995,,9.0,Unknown,
40,2,V4,5.10c/d,1-2 years,<1 year,1-3 months,10,157.48,48.08079122,157.48,10.0,25.0,56.0,18.143694800000002,13.6077711,124.0,83.0,88.0,,,,19.4,0.20798326621214866,1.2830188679245282,1.3773584905660377,3.0,Unknown,
46,1,V6,I have not pursued sport climbing goals outside in the past year,7-8 years,1-2 years,4-6 months,25,182.88,74.84274105,187.96,21.0,38.0,50.0,36.287389600000004,49.895160700000005,120.0,,,18.143694800000002,15.875732950000002,97.52235955,22.4,0.2805883336898442,1.6666666666666667,1.484848484848485,5.0,Unknown,
28,1,I have not pursued bouldering goals outside in the past year,I have not pursued sport climbing goals outside in the past year,<1 year,<1 year,,,177.8,63.04933943,180.34,11.0,17.0,15.0,4.535923700000001,22.6796185,,,,,,,19.9,0.1744665384196873,1.3597122302158273,1.0719424460431655,,Unknown,
26,2,V8,I have not pursued sport climbing goals outside in the past year,5-6 years,1-2 years,4-6 months,,160.02,56.69904625,162.56,,18.0,,28.12272694,27.2155422,,,,,,,22.1,,1.48,1.496,7.0,Unknown,
33,2,V7,5.13c/d,>10 years,5-6 years,Year round,90,162.9918,57.60623099,159.766,19.0,29.0,61.0,27.2155422,31.751465900000003,103.0,65.0,58.0,,,,21.7,0.3298254316151712,1.5511811023622046,1.4724409448818898,6.0,Unknown,
37,2,I have not pursued bouldering goals outside in the past year,5.13a/b,>10 years,>10 years,4-6 months,40,169.92600000000002,63.95652417,,68.0,40.0,45.0,18.143694800000002,14.968548210000002,100.0,,,14.968548210000002,14.968548210000002,40.8233133,22.1,1.0632222573455088,1.2340425531914894,1.2836879432624113,,Unknown,
28,1,I have not pursued bouldering goals outside in the past year,5.12a/b,5-6 years,1-2 years,1-3 months,10,180.34,66.67807839000001,,,,,27.2155422,40.8233133,135.0,,,,,,20.5,,1.6122448979591837,1.4081632653061225,,Unknown,
34,1,V6,I have not pursued sport climbing goals outside in the past year,9-10 years,3-4 years,Year round,40,167.64000000000001,79.37866475,172.72,11.0,33.0,42.0,31.751465900000003,24.947580350000003,77.0,,,,,,28.2,0.13857627908763734,1.3142857142857143,1.4,5.0,Unknown,
31,2,V5,5.12a/b,>10 years,<1 year,4-6 months,20,154.94,56.69904625,157.48,11.0,26.0,68.0,19.958064280000002,15.875732950000002,98.0,80.0,112.0,,,,23.6,0.19400679072269225,1.28,1.352,4.0,Unknown,
33,1,V7,5.12c/d,9-10 years,5-6 years,Year round,55,190.5,79.37866475,198.12,14.0,21.0,24.5,9.071847400000001,38.55535145,85.0,,,,,,21.9,0.17636980974790206,1.4857142857142858,1.1142857142857143,6.0,Unknown,
25,1,I have not pursued bouldering goals outside in the past year,5.13a/b,9-10 years,5-6 years,7-9 months,,176.53,58.9670081,184.15,12.0,21.0,31.0,13.6077711,22.6796185,173.0,70.0,182.0,13.6077711,13.6077711,,18.9,0.20350362663219468,1.3846153846153846,1.2307692307692306,,Unknown,
32,1,V10,5.12c/d,7-8 years,3-4 years,4-6 months,50,167.64000000000001,60.32778521,162.56,22.0,48.0,70.0,47.62719885,49.895160700000005,203.0,,,,,,21.5,0.3646744186516772,1.8270676691729324,1.7894736842105263,9.0,Unknown,
73,1,I have not pursued bouldering goals outside in the past year,5.11c/d,>10 years,>10 years,Year round,0,185.42000000000002,72.57477920000001,187.96,13.0,15.0,40.0,22.6796185,24.947580350000003,75.0,76.0,113.0,,,,21.1,0.179125588025213,1.34375,1.3125,,Unknown,
42,1,I have not pursued bouldering goals outside in the past year,5.13a/b,>10 years,5-6 years,4-6 months,40,182.88,72.57477920000001,190.5,13.0,31.0,58.0,36.287389600000004,36.287389600000004,183.0,111.0,147.0,24.947580350000003,24.947580350000003,,21.7,0.179125588025213,1.5,1.5,,Unknown,
25,2,I have not pursued bouldering goals outside in the past year,5.12c/d,5-6 years,3-4 years,4-6 months,72,162.56,56.24545388,165.1,13.0,31.0,43.0,22.6796185,27.2155422,200.0,123.0,221.0,16.329325320000002,15.875732950000002,102.05828325,21.3,0.2311297910002749,1.4838709677419355,1.403225806451613,,Unknown,
56,1,V8,5.13a/b,>10 years,>10 years,Year round,66,190.5,81.19303423000001,15.748000000000001,50.0,75.0,58.0,49.895160700000005,56.69904625,477.0,143.0,542.0,27.2155422,29.48350405,163.2932532,22.4,0.6158163748180937,1.6983240223463685,1.6145251396648044,7.0,Unknown,
38,1,V10,5.13c/d,9-10 years,5-6 years,7-9 months,70,170.18,60.32778521,175.26,20.0,36.0,75.0,,49.895160700000005,,,,,,,20.8,0.331522198774252,1.8270676691729324,,9.0,Unknown,
34,1,V7,I have not pursued sport climbing goals outside in the past year,>10 years,1-2 years,1-3 months,30,170.18,65.77089365,175.26,13.0,24.0,40.0,18.143694800000002,27.2155422,83.0,,,11.33980925,11.33980925,,22.7,0.1976558212692006,1.4137931034482758,1.2758620689655173,6.0,Unknown,
58,2,I have not pursued bouldering goals outside in the past year,5.11a/b,>10 years,<1 year,4-6 months,35,166.37,66.22448602,166.37,0.0,1.0,13.0,0.0,0.0,23.0,87.0,168.0,11.33980925,5.4431084400000005,88.45051215000001,23.9,0.0,1.0,1.0,,Unknown,
28,1,V10,5.10c/d,1-2 years,<1 year,1-3 months,25,187.96,72.57477920000001,193.04,17.0,28.0,48.0,31.751465900000003,31.751465900000003,80.0,,,,,,20.5,0.2342411535714324,1.4375,1.4375,9.0,Unknown,
28,2,V5,5.12c/d,>10 years,7-8 years,4-6 months,25,162.56,70.76040972,162.56,13.0,33.0,23.0,9.071847400000001,23.586803240000002,75.0,85.0,124.0,15.875732950000002,13.6077711,83.91458845000001,26.8,0.18371855182073132,1.3333333333333335,1.1282051282051282,4.0,Unknown,
28,3,V6,5.11c/d,3-4 years,1-2 years,4-6 months,,,70.30681735,187.96,15.0,40.0,,27.2155422,29.48350405,,,,,,,,0.21335057630794604,1.4193548387096775,1.3870967741935485,5.0,Unknown,
35,2,V6,I have not pursued sport climbing goals outside in the past year,5-6 years,1-2 years,4-6 months,30,160.02,57.152638620000005,157.48,12.0,10.0,27.0,11.33980925,20.41165665,105.0,110.0,125.0,6.80388555,9.071847400000001,,22.3,0.2099640592236929,1.357142857142857,1.1984126984126984,5.0,Unknown,
27,2,V6,I have not pursued sport climbing goals outside in the past year,9-10 years,3-4 years,4-6 months,50,172.72,67.13167076,172.72,12.0,25.0,47.0,36.287389600000004,27.2155422,102.0,104.0,125.0,15.875732950000002,15.875732950000002,22.6796185,22.5,0.17875318555530614,1.4054054054054055,1.5405405405405403,5.0,Unknown,
55,1,I have not pursued bouldering goals outside in the past year,5.11c/d,>10 years,<1 year,7-9 months,25,185.42000000000002,68.0388555,185.42000000000002,8.0,6.0,30.0,16.78291769,13.6077711,70.0,,,,,,19.8,0.11757987316526805,1.2,1.2466666666666668,,Unknown,
32,1,V4,5.10c/d,3-4 years,1-2 years,7-9 months,35,182.88,73.48196394,182.88,17.0,38.0,15.0,5.4431084400000005,29.48350405,24.0,,,,,,22.0,0.23134928747795797,1.4012345679012346,1.0740740740740742,3.0,Unknown,
46,2,I have not pursued bouldering goals outside in the past year,5.11c/d,>10 years,5-6 years,1-3 months,12,160.02,63.502931800000006,,6.0,20.0,21.0,12.24699399,8.164662660000001,60.0,73.0,129.0,,,,24.8,0.09448382665066181,1.1285714285714286,1.1928571428571428,,Unknown,
44,1,I have not pursued bouldering goals outside in the past year,I have not pursued sport climbing goals outside in the past year,>10 years,<1 year,1-3 months,10,177.8,75.74992579,,12.0,34.0,48.0,11.33980925,13.6077711,,,,,,,24.0,0.15841599677955273,1.1796407185628741,1.1497005988023952,,Unknown,
30,1,V7,I have not pursued sport climbing goals outside in the past year,7-8 years,5-6 years,7-9 months,104,177.8,77.1107029,182.88,15.0,36.0,44.0,27.2155422,31.751465900000003,58.0,38.0,50.0,22.22602613,22.22602613,,24.4,0.1945255254572449,1.4117647058823528,1.3529411764705883,6.0,Unknown,
37,1,V7,5.12c/d,>10 years,7-8 years,7-9 months,35,180.34,87.54332741,185.42000000000002,17.0,24.0,61.0,53.97749203,47.173606480000004,131.0,61.0,91.0,31.751465900000003,29.48350405,147.41752025,26.9,0.19418955736491808,1.538860103626943,1.616580310880829,6.0,Unknown,
32,1,I have not pursued bouldering goals outside in the past year,5.13a/b,>10 years,3-4 years,7-9 months,30,182.88,73.48196394,185.42000000000002,16.0,24.0,35.0,24.947580350000003,40.8233133,82.0,58.0,76.0,22.6796185,20.41165665,56.69904625,22.0,0.21774050586160748,1.5555555555555556,1.3395061728395061,,Unknown,
38,2,I have not pursued bouldering goals outside in the past year,5.13a/b,>10 years,>10 years,4-6 months,70,167.64000000000001,54.4310844,170.18,10.0,12.0,46.0,13.6077711,15.875732950000002,74.0,130.0,180.0,,,,19.4,0.1837185518207313,1.2916666666666667,1.2500000000000002,,Unknown,
27,1,V7,I have not pursued sport climbing goals outside in the past year,1-2 years,1-2 years,4-6 months,10,182.88,79.37866475,182.88,11.0,20.0,13.0,11.33980925,45.359237,33.0,36.0,47.0,22.6796185,20.41165665,79.37866475,23.7,0.13857627908763734,1.5714285714285714,1.1428571428571428,6.0,Unknown,
30,1,I have not pursued bouldering goals outside in the past year,5.12a/b,7-8 years,5-6 years,Year round,,182.88,79.37866475,187.96,16.0,24.0,39.0,20.41165665,48.98797596,84.0,,,,,,23.7,0.20156549685474523,1.6171428571428574,1.2571428571428571,,Unknown,
27,1,V6,5.11a/b,7-8 years,< 1 year,4-6 months,20,175.26,65.77089365,187.96,14.0,27.0,50.2,27.2155422,40.8233133,128.0,,,,,,21.4,0.21286011521298523,1.6206896551724137,1.4137931034482758,5.0,Unknown,
27,2,V7,5.12a/b,9-10 years,<1 year,Year round,36,152.4,48.534383590000004,153.67000000000002,15.0,25.0,37.0,24.947580350000003,20.41165665,105.0,50.0,76.0,11.33980925,11.33980925,,20.9,0.30905924605356666,1.4205607476635513,1.5140186915887852,6.0,Unknown,
44,2,V6,I have not pursued sport climbing goals outside in the past year,7-8 years,3-4 years,Year round,100,170.18,62.59574706,172.72,3.0,14.0,24.0,4.535923700000001,3.62873896,100.0,72.0,50.0,3.62873896,5.4431084400000005,6.80388555,21.6,0.047926578735842953,1.0579710144927537,1.0724637681159421,5.0,Unknown,
40,2,V7,5.13a/b,9-10 years,1-2 years,7-9 months,70,153.67000000000002,43.99845989,153.67000000000002,10.0,20.0,63.0,19.50447191,18.143694800000002,225.0,,,10.43262451,9.071847400000001,78.47148001000001,18.6,0.22728068266482226,1.4123711340206184,1.443298969072165,6.0,Unknown,
37,1,I have not pursued bouldering goals outside in the past year,I have not pursued sport climbing goals outside in the past year,1-2 years,1-2 years,4-6 months,2,177.8,32.658650640000005,172.72,9.0,20.0,6.0,,,8.0,0.0,0.0,0.0,0.0,0.0,10.3,0.27557782773109696,,,,Unknown,
29,1,V10,I have not pursued sport climbing goals outside in the past year,5-6 years,3-4 years,1-3 months,20,187.96,84.82177319,193.04,15.0,28.0,63.0,58.9670081,52.163122550000004,200.0,,,,,,24.0,0.17684138677931358,1.6149732620320856,1.695187165775401,9.0,Unknown,
40,2,I have not pursued bouldering goals outside in the past year,5.12a/b,> 10 years,3-4 years,4-6 months,40,157.48,54.4310844,165.1,3.0,16.0,23.0,3.401942775,3.401942775,36.0,,,,,,21.9,0.055115565546219394,1.0625,1.0625,,Unknown,
28,1,V5,5.12a/b,1-2 years,1-2 years,4-6 months,50,170.18,81.6466266,176.784,12.0,20.0,32.0,14.51495584,40.8233133,114.0,,,,,,28.2,0.14697484145658504,1.5,1.1777777777777778,4.0,Unknown,
50,1,V4,5.12a/b,5-6 years,5-6 years,Year round,70,177.8,72.57477920000001,177.8,14.0,30.0,60.0,22.6796185,30.390688790000002,110.0,,,20.41165665,18.143694800000002,,23.0,0.19290447941176786,1.41875,1.3125,3.0,Unknown,
30,1,<V3,I have not pursued sport climbing goals outside in the past year,3-4 years,<1 year,7-9 months,10,170.18,73.02837157,177.8,12.0,35.0,42.0,20.41165665,24.947580350000003,75.0,61.0,75.0,18.143694800000002,18.143694800000002,92.98643585,25.2,0.1643196985228901,1.341614906832298,1.279503105590062,1.0,Unknown,
40,2,V10,I have not pursued sport climbing goals outside in the past year,>10 years,3-4 years,Year round,60,157.48,56.24545388,157.48,14.0,33.0,56.0,24.947580350000003,24.04039561,150.0,77.0,140.0,11.33980925,11.33980925,97.52235955,22.7,0.2489090056926037,1.4274193548387097,1.443548387096774,9.0,Unknown,
37,1,V7,I have not pursued sport climbing goals outside in the past year,>10 years,1-2 years,4-6 months,70,175.26,75.29633342000001,176.53,18.0,40.0,49.0,37.19457434,29.48350405,157.0,,,24.04039561,24.04039561,,24.5,0.23905546501974675,1.391566265060241,1.4939759036144578,6.0,Unknown,
25,2,V6,5.11c/d,5-6 years,1-2 years,7-9 months,72,154.94,63.95652417,160.02,7.0,16.0,11.0,2.2679618500000003,12.70058636,22.0,33.0,28.0,,,,26.6,0.1094493500208612,1.1985815602836878,1.0354609929078014,5.0,Unknown,
31,2,I have not pursued bouldering goals outside in the past year,5.10a/b,3-4 years,<1 year,Year round,10,170.18,63.502931800000006,175.26,8.0,9.0,47.0,11.33980925,11.33980925,45.0,61.0,135.0,13.6077711,13.6077711,61.23496995,21.9,0.12597843553421575,1.1785714285714284,1.1785714285714284,,Unknown,
23,2,I have not pursued bouldering goals outside in the past year,I have not pursued sport climbing goals outside in the past year,3-4 years,<1 year,,20,165.1,54.4310844,165.1,7.0,23.0,36.0,13.6077711,11.33980925,61.0,45.0,72.0,,,,20.0,0.12860298627451192,1.2083333333333333,1.2500000000000002,,Unknown,
24,2,V6,I have not pursued sport climbing goals outside in the past year,5-6 years,3-4 years,4-6 months,20,172.72,65.77089365,,8.0,19.0,30.0,13.6077711,18.143694800000002,60.0,105.0,135.0,,,,22.0,0.12163435155027727,1.2758620689655173,1.2068965517241381,5.0,Unknown,
55,1,I have not pursued bouldering goals outside in the past year,5.12a/b,>10 years,3-4 years,Year round,60,172.72,74.38914868,182.88,14.0,43.0,45.0,24.947580350000003,27.2155422,220.0,120.0,315.0,22.6796185,22.6796185,136.077711,24.9,0.18819949210904183,1.3658536585365855,1.3353658536585367,,Unknown,
29,1,V9,5.12a/b,7-8 years,7-8 years,7-9 months,80,172.72,86.1825503,184.15,11.0,35.0,61.0,24.04039561,32.658650640000005,75.0,61.0,82.0,31.751465900000003,31.751465900000003,,28.9,0.12763604652808702,1.3789473684210527,1.2789473684210526,8.0,Unknown,
35,2,V5,I have not pursued sport climbing goals outside in the past year,7-8 years,<1 year,4-6 months,50,167.64000000000001,56.69904625,173.99,4.0,24.0,0.0,0.0,5.8967008100000005,0.0,20.0,28.0,15.875732950000002,14.741752025,83.91458845000001,20.2,0.07054792389916083,1.1039999999999999,1.0,4.0,Unknown,
26,1,V8,I have not pursued sport climbing goals outside in the past year,7-8 years,3-4 years,4-6 months,20,170.18,72.57477920000001,180.34,11.0,20.0,89.0,54.4310844,54.4310844,83.0,40.0,80.0,,,102.05828325,25.1,0.1515678052521033,1.75,1.75,7.0,Unknown,
42,1,<V3,5.11a/b,7-8 years,<1 year,7-9 months,24,180.34,98.88313666,177.8,11.0,45.0,22.0,15.875732950000002,20.41165665,51.0,,,20.41165665,20.41165665,,30.4,0.11124242587310336,1.2064220183486238,1.1605504587155964,1.0,Unknown,
25,1,V7,5.12a/b,1-2 years,<1 year,Year round,50,187.96,84.36818082,187.96,18.0,35.0,30.0,31.751465900000003,52.163122550000004,75.0,70.0,74.0,,,,23.9,0.21335057630794604,1.6182795698924732,1.3763440860215053,6.0,Unknown,
31,2,V4,I have not pursued sport climbing goals outside in the past year,5-6 years,< 1 year,Year round,12,153.67000000000002,49.895160700000005,154.94,5.0,7.0,21.0,4.535923700000001,6.80388555,57.0,,,,,,21.1,0.10021011917494435,1.1363636363636365,1.0909090909090908,3.0,Unknown,
29,2,V7,5.12a/b,>10 years,5-6 years,Year round,120,157.48,59.874192840000006,167.64000000000001,15.0,25.0,40.0,27.2155422,20.41165665,7.0,74.0,110.0,20.41165665,20.41165665,117.9340162,24.1,0.25052529793736084,1.3409090909090908,1.4545454545454546,6.0,Unknown,
31,2,V5,5.12a/b,>10 years,1-2 years,7-9 months,100,172.72,61.23496995,177.8,11.0,,,18.143694800000002,15.875732950000002,100.0,,,,,,20.5,0.17963591733582618,1.2592592592592593,1.2962962962962963,4.0,Unknown,
27,2,I have not pursued bouldering goals outside in the past year,I have not pursued sport climbing goals outside in the past year,9-10 years,1-2 years,,,157.48,47.62719885,157.48,16.0,30.0,46.0,15.875732950000002,26.30835746,80.0,,,,,,19.2,0.3359424947579087,1.5523809523809524,1.3333333333333333,,Unknown,
30,2,I have not pursued bouldering goals outside in the past year,5.10a/b,< 1 year,< 1 year,Year round,75,157.48,56.69904625,129.54,10.0,35.0,4.0,0.0,14.968548210000002,0.0,,,,,,22.9,0.17636980974790206,1.264,1.0,,Unknown,
