sex,height,weight,exp,max_boulder,max_sport,days,maxhang,pullup,weightedpull,max_boulder_numeric,max_sport_numeric,strength_to_weight_pullup,strength_to_weight_weightpull,strength_to_weight_maxhang,pushup,bmi_score,max_sport_french,ohll,trainexp,longcamp,ohpr,age,dl,shortcamp,span,continuous,season,repeaters1
1,171.0,59.0,3,V10,7c,20,0.0,15,24.0,9.0,15.0,0.2542372881355932,1.4067796610169492,1.0,,,,,,,,,,,,,,
1,183.0,71.0,12,V13,8b,12,0.0,0,0.0,12.0,19.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,175.0,68.0,1,V6,7a+,16,0.0,19,30.0,5.0,12.0,0.27941176470588236,1.4411764705882353,1.0,,,,,,,,,,,,,,
1,175.0,72.0,7,V12,7c,12,40.0,0,35.0,11.0,15.0,0.0,1.4861111111111112,1.5555555555555556,,,,,,,,,,,,,,
1,178.0,85.0,3,V0,6b+,8,0.0,15,20.0,,8.0,0.17647058823529413,1.2352941176470589,1.0,,,,,,,,,,,,,,
1,178.0,71.0,10,V8,5b,16,30.0,0,40.0,7.0,3.0,0.0,1.5633802816901408,1.4225352112676057,,,,,,,,,,,,,,
1,170.0,66.0,0,V8,7b+,16,0.0,15,0.0,7.0,14.0,0.22727272727272727,1.0,1.0,,,,,,,,,,,,,,
1,182.0,73.0,1,V4,7b,12,0.0,0,0.0,3.0,13.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,181.0,73.0,1,V6,0,16,0.0,0,0.0,5.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,189.0,79.0,10,V0,8a,16,0.0,0,0.0,,17.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,186.0,72.0,15,V6,7b,4,0.0,14,0.0,5.0,13.0,0.19444444444444445,1.0,1.0,,,,,,,,,,,,,,
1,177.0,63.0,4,V10,8a,24,0.0,31,40.0,9.0,17.0,0.49206349206349204,1.6349206349206349,1.0,,,,,,,,,,,,,,
1,175.0,65.0,9,V10,7b,20,0.0,15,0.0,9.0,13.0,0.23076923076923078,1.0,1.0,,,,,,,,,,,,,,
1,182.8,78.7,1,V4,0,12,0.0,20,0.0,3.0,0.0,0.25412960609911056,1.0,1.0,,,,,,,,,,,,,,
1,175.0,83.0,7,V6,0,16,16.0,0,60.0,5.0,0.0,0.0,1.7228915662650603,1.1927710843373494,,,,,,,,,,,,,,
1,171.0,59.0,3,V6,0,8,5.0,20,10.0,5.0,0.0,0.3389830508474576,1.1694915254237288,1.0847457627118644,,,,,,,,,,,,,,
1,184.0,75.0,15,V0,7b+,12,15.0,12,0.0,,14.0,0.16,1.0,1.2,,,,,,,,,,,,,,
1,170.0,75.0,11,V9,7c+,16,0.0,25,15.0,8.0,16.0,0.3333333333333333,1.2,1.0,,,,,,,,,,,,,,
1,196.0,83.0,4,V7,6b+,8,0.0,15,0.0,6.0,8.0,0.18072289156626506,1.0,1.0,,,,,,,,,,,,,,
1,180.0,70.0,2,V4,7c,8,0.0,5,0.0,3.0,15.0,0.07142857142857142,1.0,1.0,,,,,,,,,,,,,,
1,178.0,72.5,3,V7,7a+,12,0.0,35,35.0,6.0,12.0,0.4827586206896552,1.4827586206896552,1.0,,,,,,,,,,,,,,
2,159.38,51.7095,1,V6,6c,12,0.0,5,0.0,5.0,9.0,0.09669403107746159,1.0,1.0,,,,,,,,,,,,,,
1,179.0,87.0,8,V2,0,12,0.0,10,0.0,,0.0,0.11494252873563218,1.0,1.0,,,,,,,,,,,,,,
1,166.0,53.0,3,V6,0,12,0.0,10,0.0,5.0,0.0,0.18867924528301888,1.0,1.0,,,,,,,,,,,,,,
1,182.0,65.0,11,V10,7b,4,0.0,20,0.0,9.0,13.0,0.3076923076923077,1.0,1.0,,,,,,,,,,,,,,
1,182.88,72.5748,4,V6,7b,12,0.0,12,20.0,5.0,13.0,0.16534664925015297,1.2755777487502549,1.0,,,,,,,,,,,,,,
1,168.0,65.0,4,V6,6c,12,0.0,15,0.0,5.0,9.0,0.23076923076923078,1.0,1.0,,,,,,,,,,,,,,
1,176.0,81.0,15,V12,8b,12,50.0,15,30.0,11.0,19.0,0.18518518518518517,1.3703703703703705,1.617283950617284,,,,,,,,,,,,,,
2,165.0,53.5,8,V6,7b,8,12.5,12,15.0,5.0,13.0,0.22429906542056074,1.280373831775701,1.233644859813084,,,,,,,,,,,,,,
1,170.0,59.0,1,V6,0,12,0.0,20,0.0,5.0,0.0,0.3389830508474576,1.0,1.0,,,,,,,,,,,,,,
1,191.0,89.0,1,V6,7a,12,0.0,13,0.0,5.0,11.0,0.14606741573033707,1.0,1.0,,,,,,,,,,,,,,
1,188.0,75.0,15,V8,7c+,16,18.0,16,20.0,7.0,16.0,0.21333333333333335,1.2666666666666666,1.24,,,,,,,,,,,,,,
2,178.0,66.0,1,V5,7a+,24,0.0,4,0.0,4.0,12.0,0.06060606060606061,1.0,1.0,,,,,,,,,,,,,,
1,185.0,72.5,3,V5,7a,12,16.0,15,9.0,4.0,11.0,0.20689655172413793,1.1241379310344828,1.2206896551724138,,,,,,,,,,,,,,
1,179.0,69.0,11,V8,8a+,8,0.0,0,0.0,7.0,18.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,183.0,69.0,15,V6,8a+,8,17.0,15,0.0,5.0,18.0,0.21739130434782608,1.0,1.2463768115942029,,,,,,,,,,,,,,
1,184.0,68.0,15,V10,8b,12,0.0,20,0.0,9.0,19.0,0.29411764705882354,1.0,1.0,,,,,,,,,,,,,,
1,180.0,79.0,6,V9,0,12,0.0,20,25.0,8.0,0.0,0.25316455696202533,1.3164556962025316,1.0,,,,,,,,,,,,,,
1,183.0,70.0,7,V9,7c,12,54.0,20,27.0,8.0,15.0,0.2857142857142857,1.3857142857142857,1.7714285714285714,,,,,,,,,,,,,,
1,182.0,77.0,11,V13,8a,12,0.0,0,0.0,12.0,17.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,178.0,65.0,3,V7,7b,12,0.0,12,0.0,6.0,13.0,0.18461538461538463,1.0,1.0,,,,,,,,,,,,,,
1,179.0,68.0,5,V0,7c+,16,0.0,7,0.0,,16.0,0.10294117647058823,1.0,1.0,,,,,,,,,,,,,,
1,177.0,73.0,14,V12,8a+,16,30.0,20,40.0,11.0,18.0,0.273972602739726,1.547945205479452,1.4109589041095891,,,,,,,,,,,,,,
2,167.0,70.0,8,V6,7b,20,0.0,0,17.0,5.0,13.0,0.0,1.2428571428571429,1.0,,,,,,,,,,,,,,
1,183.0,73.0,4,V5,7c,4,0.0,20,40.0,4.0,15.0,0.273972602739726,1.547945205479452,1.0,,,,,,,,,,,,,,
1,178.0,66.0,15,V6,7b+,12,0.0,10,0.0,5.0,14.0,0.15151515151515152,1.0,1.0,,,,,,,,,,,,,,
1,173.0,67.0,4,V6,7b,12,0.0,15,0.0,5.0,13.0,0.22388059701492538,1.0,1.0,,,,,,,,,,,,,,
1,176.0,70.0,15,V9,8a,12,20.0,15,25.0,8.0,17.0,0.21428571428571427,1.3571428571428572,1.2857142857142858,,,,,,,,,,,,,,
1,176.0,68.0,10,V6,7b+,8,0.0,0,0.0,5.0,14.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,180.0,63.0,4,V10,0,0,0.0,8,0.0,9.0,0.0,0.12698412698412698,1.0,1.0,,,,,,,,,,,,,,
2,159.0,52.0,7,V6,7a+,12,0.0,7,0.0,5.0,12.0,0.1346153846153846,1.0,1.0,,,,,,,,,,,,,,
1,177.0,58.5,10,V10,7c+,20,28.0,28,30.0,9.0,16.0,0.47863247863247865,1.5128205128205128,1.4786324786324787,,,,,,,,,,,,,,
1,188.0,77.0,10,V7,7b+,12,30.0,14,0.0,6.0,14.0,0.18181818181818182,1.0,1.3896103896103895,,,,,,,,,,,,,,
1,175.0,62.0,9,V11,8a+,12,0.0,0,0.0,10.0,18.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,173.0,72.0,15,V7,8b+,12,0.0,20,0.0,6.0,20.0,0.2777777777777778,1.0,1.0,,,,,,,,,,,,,,
1,193.0,88.0,15,V5,7a,12,0.0,11,0.0,4.0,11.0,0.125,1.0,1.0,,,,,,,,,,,,,,
1,188.0,84.0,3,V8,7a+,16,30.0,25,30.0,7.0,12.0,0.2976190476190476,1.3571428571428572,1.3571428571428572,,,,,,,,,,,,,,
1,184.0,76.0,2,V6,7a,12,0.0,15,0.0,5.0,11.0,0.19736842105263158,1.0,1.0,,,,,,,,,,,,,,
2,170.0,55.0,1,V4,6b,12,0.0,8,8.0,3.0,7.0,0.14545454545454545,1.1454545454545455,1.0,,,,,,,,,,,,,,
1,175.0,68.0,15,V5,7a,4,0.0,20,0.0,4.0,11.0,0.29411764705882354,1.0,1.0,,,,,,,,,,,,,,
1,167.0,61.0,2,V9,7b+,8,0.0,0,0.0,8.0,14.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,178.0,61.0,6,V10,8a,12,0.0,24,0.0,9.0,17.0,0.39344262295081966,1.0,1.0,,,,,,,,,,,,,,
1,174.0,64.5,1,V3,0,8,0.0,0,0.0,2.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
2,162.5,53.0,12,V10,0,12,20.0,5,0.0,9.0,0.0,0.09433962264150944,1.0,1.3773584905660377,,,,,,,,,,,,,,
1,179.0,74.0,3,V6,0,4,0.0,15,0.0,5.0,0.0,0.20270270270270271,1.0,1.0,,,,,,,,,,,,,,
1,177.0,79.0,1,V3,0,4,0.0,10,0.0,2.0,0.0,0.12658227848101267,1.0,1.0,,,,,,,,,,,,,,
1,172.7,71.67,2,V4,0,12,0.0,0,0.0,3.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,189.0,74.0,8,V12,8b+,20,35.0,25,25.0,11.0,20.0,0.33783783783783783,1.337837837837838,1.472972972972973,,,,,,,,,,,,,,
2,159.0,53.0,11,V7,7a+,8,0.0,12,0.0,6.0,12.0,0.22641509433962265,1.0,1.0,,,,,,,,,,,,,,
1,181.0,71.0,8,V9,8a,20,0.0,22,0.0,8.0,17.0,0.30985915492957744,1.0,1.0,,,,,,,,,,,,,,
1,175.0,57.0,3,V7,7a,12,0.0,13,0.0,6.0,11.0,0.22807017543859648,1.0,1.0,,,,,,,,,,,,,,
1,174.0,57.0,6,V12,0,16,40.0,35,45.0,11.0,0.0,0.6140350877192983,1.7894736842105263,1.7017543859649122,,,,,,,,,,,,,,
1,183.0,76.0,7,V3,7b,12,0.0,30,0.0,2.0,13.0,0.39473684210526316,1.0,1.0,,,,,,,,,,,,,,
1,180.0,70.0,5,V6,4c,12,0.0,0,0.0,5.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,180.0,68.0,3,V10,0,12,64.0,15,30.0,9.0,0.0,0.22058823529411764,1.4411764705882353,1.9411764705882353,,,,,,,,,,,,,,
1,173.0,77.0,10,V7,7c,16,32.0,16,25.0,6.0,15.0,0.2077922077922078,1.3246753246753247,1.4155844155844155,,,,,,,,,,,,,,
1,187.0,78.0,0,V4,6b,8,0.0,0,0.0,3.0,7.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,184.0,76.0,1,V7,7b,12,0.0,23,0.0,6.0,13.0,0.3026315789473684,1.0,1.0,,,,,,,,,,,,,,
1,178.0,70.0,3,V4,7b+,12,23.0,0,23.0,3.0,14.0,0.0,1.3285714285714285,1.3285714285714285,,,,,,,,,,,,,,
1,189.0,80.0,3,V7,0,16,38.0,20,34.0,6.0,0.0,0.25,1.425,1.475,,,,,,,,,,,,,,
2,162.0,56.0,9,V10,0,16,30.0,0,20.0,9.0,0.0,0.0,1.3571428571428572,1.5357142857142858,,,,,,,,,,,,,,
1,177.8,65.7,1,V6,7b,12,0.0,10,0.0,5.0,13.0,0.15220700152207,1.0,1.0,,,,,,,,,,,,,,
2,188.0,92.0,4,V5,0,16,0.0,15,18.0,4.0,0.0,0.16304347826086957,1.1956521739130435,1.0,,,,,,,,,,,,,,
1,180.0,62.0,1,V4,7b,16,0.0,15,0.0,3.0,13.0,0.24193548387096775,1.0,1.0,,,,,,,,,,,,,,
2,167.5,58.0,1,V4,7a+,16,0.0,3,0.0,3.0,12.0,0.05172413793103448,1.0,1.0,,,,,,,,,,,,,,
1,170.0,61.2,5,V10,7b+,4,0.0,15,25.0,9.0,14.0,0.24509803921568626,1.4084967320261437,1.0,,,,,,,,,,,,,,
1,190.5,68.7,8,V11,8a,12,0.0,30,0.0,10.0,17.0,0.43668122270742354,1.0,1.0,,,,,,,,,,,,,,
1,178.0,59.0,5,V8,0,8,0.0,0,0.0,7.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,183.0,77.0,1,V4,7a,16,0.0,0,0.0,3.0,11.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,179.0,70.3,1,V3,6b,12,0.0,8,0.0,2.0,7.0,0.11379800853485064,1.0,1.0,,,,,,,,,,,,,,
1,180.0,67.0,1,V4,0,8,0.0,0,0.0,3.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
2,162.0,53.0,0,V2,4c,16,0.0,8,0.0,,1.0,0.1509433962264151,1.0,1.0,,,,,,,,,,,,,,
2,170.0,54.0,1,V3,7a,12,0.0,10,0.0,2.0,11.0,0.18518518518518517,1.0,1.0,,,,,,,,,,,,,,
1,168.0,68.0,2,V3,6c,20,0.0,0,0.0,2.0,9.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,187.96,74.8,5,V9,7c+,20,0.0,25,0.0,8.0,16.0,0.3342245989304813,1.0,1.0,,,,,,,,,,,,,,
1,188.0,75.0,6,V10,8b,16,32.0,0,0.0,9.0,19.0,0.0,1.0,1.4266666666666667,,,,,,,,,,,,,,
1,177.0,66.0,5,V0,7c,12,0.0,18,0.0,,15.0,0.2727272727272727,1.0,1.0,,,,,,,,,,,,,,
1,168.0,63.0,3,V7,7a+,12,0.0,17,30.0,6.0,12.0,0.2698412698412698,1.4761904761904763,1.0,,,,,,,,,,,,,,
1,193.0,81.6466,1,V4,6b+,12,0.0,5,0.0,3.0,8.0,0.061239537225065095,1.0,1.0,,,,,,,,,,,,,,
1,172.0,72.0,3,V5,7a,8,0.0,0,0.0,4.0,11.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,181.0,72.0,3,V9,8a,8,0.0,25,27.0,8.0,17.0,0.3472222222222222,1.375,1.0,,,,,,,,,,,,,,
2,170.0,58.0,14,V9,7b+,16,0.0,12,0.0,8.0,14.0,0.20689655172413793,1.0,1.0,,,,,,,,,,,,,,
1,172.0,70.0,2,V5,7b,4,0.0,20,0.0,4.0,13.0,0.2857142857142857,1.0,1.0,,,,,,,,,,,,,,
1,186.0,74.0,3,V9,0,16,0.0,15,0.0,8.0,0.0,0.20270270270270271,1.0,1.0,,,,,,,,,,,,,,
1,183.0,80.0,1,V4,6c,4,0.0,15,0.0,3.0,9.0,0.1875,1.0,1.0,,,,,,,,,,,,,,
1,182.0,79.0,4,V6,7a+,8,0.0,10,0.0,5.0,12.0,0.12658227848101267,1.0,1.0,,,,,,,,,,,,,,
1,178.0,55.0,1,V5,0,4,0.0,15,50.0,4.0,0.0,0.2727272727272727,1.9090909090909092,1.0,,,,,,,,,,,,,,
1,177.8,60.0,6,V7,0,12,0.0,15,0.0,6.0,0.0,0.25,1.0,1.0,,,,,,,,,,,,,,
1,175.0,61.0,1,V8,7a+,16,0.0,15,0.0,7.0,12.0,0.2459016393442623,1.0,1.0,,,,,,,,,,,,,,
1,177.0,81.5,1,V6,6c,12,0.0,6,0.0,5.0,9.0,0.0736196319018405,1.0,1.0,,,,,,,,,,,,,,
2,155.0,47.0,2,V4,0,4,0.0,12,0.0,3.0,0.0,0.2553191489361702,1.0,1.0,,,,,,,,,,,,,,
1,187.0,85.0,1,V4,8a,8,0.0,15,0.0,3.0,17.0,0.17647058823529413,1.0,1.0,,,,,,,,,,,,,,
1,183.0,70.0,3,V8,7a+,12,30.0,18,20.0,7.0,12.0,0.2571428571428571,1.2857142857142858,1.4285714285714286,,,,,,,,,,,,,,
1,178.0,63.0,13,V11,8a+,12,45.0,24,35.0,10.0,18.0,0.38095238095238093,1.5555555555555556,1.7142857142857142,,,,,,,,,,,,,,
2,156.0,42.0,2,V0,5c,8,0.0,0,0.0,,4.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,165.0,63.0,4,V10,7b,16,43.0,0,0.0,9.0,13.0,0.0,1.0,1.6825396825396826,,,,,,,,,,,,,,
1,177.0,70.0,0,V2,6b,4,0.0,8,0.0,,7.0,0.11428571428571428,1.0,1.0,,,,,,,,,,,,,,
1,178.0,79.8,3,V6,6b+,12,0.0,0,0.0,5.0,8.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,177.8,59.87419284,1,V9,7c,20,0.0,0,0.0,8.0,15.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,194.0,86.0,1,V6,6c,12,0.0,25,0.0,5.0,9.0,0.29069767441860467,1.0,1.0,,,,,,,,,,,,,,
1,172.0,61.0,4,V10,0,16,16.0,22,24.0,9.0,0.0,0.36065573770491804,1.3934426229508197,1.2622950819672132,,,,,,,,,,,,,,
1,178.0,73.4,1,V6,0,12,0.0,15,15.0,5.0,0.0,0.20435967302452315,1.2043596730245232,1.0,,,,,,,,,,,,,,
1,175.0,68.0,7,V6,7b,8,32.0,15,25.0,5.0,13.0,0.22058823529411764,1.3676470588235294,1.4705882352941178,,,,,,,,,,,,,,
1,190.5,78.0,3,V7,7b,16,0.0,15,12.0,6.0,13.0,0.19230769230769232,1.1538461538461537,1.0,,,,,,,,,,,,,,
1,187.96,77.1,3,V9,7c+,12,20.14,25,41.0,8.0,16.0,0.324254215304799,1.5317769130998704,1.261219195849546,,,,,,,,,,,,,,
1,184.0,75.0,4,V6,6c,8,0.0,15,50.0,5.0,9.0,0.2,1.6666666666666667,1.0,,,,,,,,,,,,,,
1,178.0,79.0,1,V6,7b,12,0.0,17,15.0,5.0,13.0,0.21518987341772153,1.1898734177215189,1.0,,,,,,,,,,,,,,
2,170.0,51.0,5,V7,7c+,8,0.0,15,0.0,6.0,16.0,0.29411764705882354,1.0,1.0,,,,,,,,,,,,,,
1,182.0,83.6,1,V6,0,12,0.0,6,0.0,5.0,0.0,0.07177033492822966,1.0,1.0,,,,,,,,,,,,,,
1,165.0,68.0,15,V13,8c,12,0.0,10,0.0,12.0,21.0,0.14705882352941177,1.0,1.0,,,,,,,,,,,,,,
1,177.0,71.0,1,V5,0,12,0.0,15,0.0,4.0,0.0,0.2112676056338028,1.0,1.0,,,,,,,,,,,,,,
1,183.0,80.0,2,V7,7b+,8,0.0,15,40.0,6.0,14.0,0.1875,1.5,1.0,,,,,,,,,,,,,,
1,183.0,70.0,1,V7,7b,12,0.0,18,0.0,6.0,13.0,0.2571428571428571,1.0,1.0,,,,,,,,,,,,,,
2,178.0,61.0,1,V3,6a,12,0.0,3,0.0,2.0,5.0,0.04918032786885246,1.0,1.0,,,,,,,,,,,,,,
1,180.0,74.8,8,V10,8b,16,0.0,15,0.0,9.0,19.0,0.20053475935828877,1.0,1.0,,,,,,,,,,,,,,
1,175.0,72.0,0,V0,7b+,12,0.0,18,27.0,,14.0,0.25,1.375,1.0,,,,,,,,,,,,,,
1,168.0,59.0,0,V7,6c,8,9.0,12,5.0,6.0,9.0,0.2033898305084746,1.0847457627118644,1.152542372881356,,,,,,,,,,,,,,
2,162.0,60.0,1,V4,6c,16,0.0,0,0.0,3.0,9.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,172.0,72.0,4,V7,0,16,35.0,20,35.0,6.0,0.0,0.2777777777777778,1.4861111111111112,1.4861111111111112,,,,,,,,,,,,,,
1,178.0,77.0,5,V7,7c,12,0.0,15,0.0,6.0,15.0,0.19480519480519481,1.0,1.0,,,,,,,,,,,,,,
1,178.0,81.0,4,V6,6b+,8,0.0,10,0.0,5.0,8.0,0.12345679012345678,1.0,1.0,,,,,,,,,,,,,,
2,152.0,54.0,2,V2,0,4,0.0,0,0.0,,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
2,160.0,54.4,1,V4,7a,8,0.0,4,0.0,3.0,11.0,0.07352941176470588,1.0,1.0,,,,,,,,,,,,,,
1,196.0,93.0,0,V6,7a+,12,0.0,2,0.0,5.0,12.0,0.021505376344086023,1.0,1.0,,,,,,,,,,,,,,
2,160.0,56.0,2,V4,6b,8,0.0,5,0.0,3.0,7.0,0.08928571428571429,1.0,1.0,,,,,,,,,,,,,,
1,187.96,77.5643,7,V7,8a,8,9.0,18,25.0,6.0,17.0,0.2320655249902339,1.3223132291531026,1.116032762495117,,,,,,,,,,,,,,
1,185.0,66.0,6,V10,7c,16,0.0,30,0.0,9.0,15.0,0.45454545454545453,1.0,1.0,,,,,,,,,,,,,,
1,184.0,59.0,4,V4,6a,4,0.0,4,0.0,3.0,5.0,0.06779661016949153,1.0,1.0,,,,,,,,,,,,,,
1,189.0,70.0,2,V7,7b,20,0.0,0,0.0,6.0,13.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,178.0,81.6,1,V5,0,8,0.0,18,40.0,4.0,0.0,0.22058823529411767,1.4901960784313726,1.0,,,,,,,,,,,,,,
1,175.0,58.0,2,V8,7b+,16,20.0,0,25.0,7.0,14.0,0.0,1.4310344827586208,1.3448275862068966,,,,,,,,,,,,,,
1,178.0,66.0,6,V8,7a+,12,0.0,20,0.0,7.0,12.0,0.30303030303030304,1.0,1.0,,,,,,,,,,,,,,
1,169.0,79.0,1,V4,5c,12,0.0,28,75.0,3.0,4.0,0.35443037974683544,1.9493670886075949,1.0,,,,,,,,,,,,,,
1,185.0,70.3,2,V7,6c,12,0.0,20,20.0,6.0,9.0,0.2844950213371266,1.2844950213371267,1.0,,,,,,,,,,,,,,
2,165.0,61.0,1,V4,6a,12,0.0,4,0.0,3.0,5.0,0.06557377049180328,1.0,1.0,,,,,,,,,,,,,,
1,179.0,73.0,0,V4,6b+,8,0.0,18,0.0,3.0,8.0,0.2465753424657534,1.0,1.0,,,,,,,,,,,,,,
1,180.0,72.5,2,V8,7b,20,0.0,25,0.0,7.0,13.0,0.3448275862068966,1.0,1.0,,,,,,,,,,,,,,
1,178.0,68.0,2,V9,7a,8,0.0,25,15.0,8.0,11.0,0.36764705882352944,1.2205882352941178,1.0,,,,,,,,,,,,,,
2,158.0,54.0,3,V0,6a,8,0.0,0,0.0,,5.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,183.0,81.0,7,V10,8a,12,0.0,0,0.0,9.0,17.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,183.0,86.0,4,V7,6b+,12,86.0,13,95.0,6.0,8.0,0.1511627906976744,2.104651162790698,2.0,,,,,,,,,,,,,,
1,170.0,85.0,1,V2,7a,8,0.0,8,0.0,,11.0,0.09411764705882353,1.0,1.0,,,,,,,,,,,,,,
1,185.0,78.0,1,V7,7a+,8,0.0,12,0.0,6.0,12.0,0.15384615384615385,1.0,1.0,,,,,,,,,,,,,,
1,185.0,78.0,1,V7,7a+,8,0.0,12,0.0,6.0,12.0,0.15384615384615385,1.0,1.0,,,,,,,,,,,,,,
1,180.0,81.65,2,V7,7b,12,50.0,8,0.0,6.0,13.0,0.09797917942437231,1.0,1.612369871402327,,,,,,,,,,,,,,
1,178.0,74.5,11,V7,7b,12,5.0,0,24.0,6.0,13.0,0.0,1.3221476510067114,1.0671140939597314,,,,,,,,,,,,,,
1,178.0,82.0,1,V5,6a,8,0.0,0,0.0,4.0,5.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,176.0,76.0,1,V6,6c,12,0.0,0,0.0,5.0,9.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,183.0,79.0,4,V9,7c,20,36.0,19,34.0,8.0,15.0,0.24050632911392406,1.4303797468354431,1.4556962025316456,,,,,,,,,,,,,,
1,167.0,74.0,1,V6,0,8,0.0,0,0.0,5.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,182.9,80.0,4,V8,7c,12,0.0,20,35.0,7.0,15.0,0.25,1.4375,1.0,,,,,,,,,,,,,,
1,183.0,80.0,11,V9,0,8,0.0,35,40.0,8.0,0.0,0.4375,1.5,1.0,,,,,,,,,,,,,,
1,180.0,92.0,1,V5,6a,8,0.0,8,8.0,4.0,5.0,0.08695652173913043,1.0869565217391304,1.0,,,,,,,,,,,,,,
2,165.0,53.5,2,V6,7b,16,0.0,15,0.0,5.0,13.0,0.2803738317757009,1.0,1.0,,,,,,,,,,,,,,
1,180.0,70.0,6,V9,8b,20,35.0,25,40.0,8.0,19.0,0.35714285714285715,1.5714285714285714,1.5,,,,,,,,,,,,,,
1,192.0,89.0,2,V6,7a,12,0.0,12,0.0,5.0,11.0,0.1348314606741573,1.0,1.0,,,,,,,,,,,,,,
1,177.5,72.5,1,V5,6a,12,0.0,20,21.0,4.0,5.0,0.27586206896551724,1.289655172413793,1.0,,,,,,,,,,,,,,
2,169.0,57.0,1,V3,5b,8,0.0,4,0.0,2.0,3.0,0.07017543859649122,1.0,1.0,,,,,,,,,,,,,,
1,171.0,68.0,1,V8,0,12,0.0,0,0.0,7.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,180.0,74.8,12,V7,8a,12,43.0,0,45.0,6.0,17.0,0.0,1.6016042780748663,1.5748663101604279,,,,,,,,,,,,,,
1,174.0,68.0,2,V8,7a+,16,0.0,0,0.0,7.0,12.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,194.0,80.0,0,V3,5a,16,0.0,12,0.0,2.0,2.0,0.15,1.0,1.0,,,,,,,,,,,,,,
1,183.0,98.0,5,V4,7a+,12,0.0,9,0.0,3.0,12.0,0.09183673469387756,1.0,1.0,,,,,,,,,,,,,,
1,160.0,64.41,5,V7,0,8,0.0,30,0.0,6.0,0.0,0.4657661853749418,1.0,1.0,,,,,,,,,,,,,,
1,179.0,68.0,7,V6,7b+,12,0.0,12,0.0,5.0,14.0,0.17647058823529413,1.0,1.0,,,,,,,,,,,,,,
1,186.0,78.0,9,V8,7c,8,0.0,12,0.0,7.0,15.0,0.15384615384615385,1.0,1.0,,,,,,,,,,,,,,
1,171.0,65.0,1,V3,5c,12,0.0,20,28.0,2.0,4.0,0.3076923076923077,1.4307692307692308,1.0,,,,,,,,,,,,,,
1,172.0,61.0,1,V8,7b,16,36.0,35,45.0,7.0,13.0,0.5737704918032787,1.7377049180327868,1.5901639344262295,,,,,,,,,,,,,,
1,183.0,79.0,5,V9,0,16,45.0,20,40.0,8.0,0.0,0.25316455696202533,1.5063291139240507,1.5696202531645569,,,,,,,,,,,,,,
1,162.0,56.0,1,V5,6b,12,0.0,12,0.0,4.0,7.0,0.21428571428571427,1.0,1.0,,,,,,,,,,,,,,
1,182.0,83.0,9,V14,0,16,40.0,30,80.0,13.0,0.0,0.3614457831325301,1.963855421686747,1.4819277108433735,,,,,,,,,,,,,,
2,178.0,64.0,1,V6,0,12,0.0,9,0.0,5.0,0.0,0.140625,1.0,1.0,,,,,,,,,,,,,,
1,177.0,64.0,4,V10,8a+,20,67.0,30,50.0,9.0,18.0,0.46875,1.78125,2.046875,,,,,,,,,,,,,,
1,175.0,66.0,1,V5,0,12,0.0,10,0.0,4.0,0.0,0.15151515151515152,1.0,1.0,,,,,,,,,,,,,,
2,162.5,61.0,3,V9,4a,16,30.0,12,13.0,8.0,,0.19672131147540983,1.2131147540983607,1.4918032786885247,,,,,,,,,,,,,,
2,163.0,55.0,0,V6,7a+,20,0.0,0,0.0,5.0,12.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,177.0,74.0,7,V10,8a,12,39.0,25,27.0,9.0,17.0,0.33783783783783783,1.364864864864865,1.527027027027027,,,,,,,,,,,,,,
